"id","setor","subSetor","empName","ultBal","codigo","roic","cresRec5a","nAcoes","divBruta","disponib","ativCirc","ativos","patLiq","recLiq12m","ebit12m","LucLiq12m","recLiq3m","ebit3m","LucLiq3m","ultInsert","ultAt"
"604","Energia Elétrica","Energia Elétrica","CPFL ENERGIA S.A. ON","2022-09-30","CPFE3","15.5","9.4","1152250000","23522100000","4312130000","14102900000","65993800000","15423700000","39537000000","9059250000","5054670000","10005900000","2417770000","1408000000","2023-01-14 16:02:25","2023-01-14 16:02:25"
"605","Energia Elétrica","Energia Elétrica","AMPLA ENERG ON","2022-09-30","CBEE3","8","11.5","240210000","5007730000","218116000","3324410000","16736800000","4749900000","8256990000","1219440000","-101906000","1795740000","9408000","0","2023-01-14 16:02:29","2023-01-14 16:02:29"
"606","Construção Civil","Incorporações","CR2 ON","2022-09-30","CRDE3","-9.6","-27.2","2422000","0","10294000","14227000","110811000","94414000","6856000","-9436000","-6996000","1662000","-3414000","0","2023-01-14 16:02:32","2023-01-14 16:02:32"
"607","Energia Elétrica","Energia Elétrica","REDE EMPRESAS DE ENERGIA ELÉTRICA S.A. ON","2022-09-30","REDE3","16.6","12.9","2110320000","10709000000","2090510000","7466630000","25451000000","4202200000","15846700000","3694570000","1532760000","3822320000","819495000","311053000","2023-01-14 16:02:34","2023-01-14 16:02:34"
"608","Agropecuária","Agricultura","SLC Agricola ON NM","2022-09-30","SLCE3","19.8","36.2","212423000","4336190000","1324820000","7099780000","15101100000","4788890000","9195150000","2517110000","1334910000","1383160000","39103000","0","2023-01-14 16:02:40","2023-01-14 16:02:40"
"609","Serviços Diversos","Serviços Diversos","CSU DIGITAL ON","2022-09-30","CSUD3","21.5","5.4","41800000","87677000","86589000","178285000","590084000","362819000","527200000","101091000","68313000","136339000","27387000","18454000","2023-01-14 16:02:43","2023-01-14 16:02:43"
"610","Máquinas e Equipamentos","Máq. e Equip. Industriais","NORDON INDS METALURGICAS SA ON","2022-09-30","NORD3","-2.7","21.5","6621000","37948000","8000","1202000","17397000","-148922000","1629000","-457000","-8035000","416000","-6000","0","2023-01-14 16:02:45","2023-01-14 16:02:45"
"611","Programas e Serviços","Programas e Serviços","NEOGRID ON NM","2022-09-30","NGRD3","2.2","11.2","238662000","73280000","268671000","338196000","718744000","451675000","263092000","9326000","1330000","67596000","754000","1717000","2023-01-14 16:02:47","2023-01-14 16:02:47"
"612","Serv.Méd.Hospit. Análises e Diagnósticos","Serv.Méd.Hospit. Análises e Diagnósticos","IHPARDINI ON NM","2022-09-30","PARD3","15.9","16.5","130979000","326151000","148496000","723636000","2388880000","957428000","2069020000","324135000","171230000","526622000","69008000","29747000","2023-01-14 16:02:49","2023-01-14 16:02:49"
"613","Tecidos, Vestuário e Calçados","Calçados","GRENDENE SA ON","2022-09-30","GRND3","8.9","3.1","902160000","146265000","1171630000","2942570000","4722100000","4269370000","2538830000","309921000","596029000","713867000","80615000","174241000","2023-01-14 16:02:50","2023-01-14 16:02:50"
"614","Construção Civil","Incorporações","Tenda ON NM","2022-09-30","TEND3","-9.6","11.9","104344000","1517150000","716024000","1838470000","4279920000","843680000","2298730000","-331061000","-660733000","573177000","-88389000","0","2023-01-14 16:02:53","2023-01-14 16:02:53"
"615","Mídia","Publicidade e Propaganda","ELETROMIDIA ON NM","2022-09-30","ELMD3","5","101.1","139984000","675165000","137476000","352895000","1996030000","739445000","699684000","87049000","-8199000","227347000","21296000","7764000","2023-01-14 16:02:57","2023-01-14 16:02:57"
"616","Comércio","Eletrodomésticos","ALLIED ON NM","2022-09-30","ALLD3","7.3","-5.5","93220600","635140000","103301000","2497180000","3737770000","1512190000","5422440000","179665000","73836000","1127920000","44879000","6207000","2023-01-14 16:02:58","2023-01-14 16:02:58"
"617","Construção Civil","Incorporações","ROSSI RESIDENCIAL ON N1","2022-09-30","RSID3","-9.1","-38","20000000","611385000","10611000","410408000","863272000","-913959000","13269000","-74200000","-211797000","11947000","-5423000","31781000","2023-01-14 16:03:00","2023-01-14 16:03:00"
"618","Serviços Diversos","Serviços Diversos","VALID ON NM","2022-09-30","VLID3","12.7","5.8","81836000","1106080000","381436000","1630680000","3111940000","1273440000","2123650000","326394000","29684000","496301000","99244000","22078000","2023-01-14 16:03:02","2023-01-14 16:03:02"
"619","Diversos","Serviços Educacionais","CRUZEIRO EDU ON NM","2022-09-30","CSED3","8.7","10.2","381822000","1074310000","928205000","1194320000","4761510000","1439340000","1990780000","327309000","47199000","496286000","84049000","3818000","2023-01-14 16:03:03","2023-01-14 16:03:03"
"620","Construção Civil","Incorporações","EZTec ON NM","2022-09-30","EZTC3","3.7","30.6","220989000","474385000","886337000","2380630000","5519040000","4470660000","986761000","169237000","365678000","280646000","54721000","105427000","2023-01-14 16:03:14","2023-01-14 16:03:14"
"621","Serviços Financeiros Diversos","Gestão de Recursos e Investimentos","PADTEC ON","2022-09-30","PDTC3","3.6","102.8","78450000","118078000","47222000","346168000","484679000","130596000","358366000","13721000","2220000","103096000","8822000","12218000","2023-01-14 16:03:18","2023-01-14 16:03:18"
"622","Tecidos, Vestuário e Calçados","Calçados","VULCABRAS S/A. ON","2022-09-30","VULC3","19","17.7","245756000","360989000","211959000","1609640000","2374660000","1610780000","2418100000","384911000","336813000","663535000","116294000","97890000","2023-01-14 16:03:30","2023-01-14 16:03:30"
"623","Madeira e Papel","Papel e Celulose","Suzano Papel ON","2022-09-30","SUZB3","18.1","35.5","1361260000","76059800000","17866100000","36218700000","128614000000","27951700000","46931200000","19135400000","18235700000","14198700000","6708300000","5444890000","2023-01-14 16:03:38","2023-01-14 16:03:38"
"624","Petróleo, Gás e Biocombustíveis","Equipamentos e Serviços","OSX BRASIL ON NM","2022-09-30","OSXB3","-1.2","37","3148000","5178010000","22053000","34406000","2209720000","-5842510000","34908000","-24133000","-596370000","8600000","-23572000","0","2023-01-14 16:03:41","2023-01-14 16:03:41"
"625","Computadores e Equipamentos","Computadores e Equipamentos","INTELBRAS ON NM","2022-09-30","INTB3","17.5","37.5","327611000","663210000","908021000","3129390000","4369060000","2134790000","3921580000","454250000","419693000","1132760000","139060000","123041000","2023-01-14 16:03:45","2023-01-14 16:03:45"
"626","Exploração de Imóveis","Intermediação Imobiliária","LOPES BRASIL ON NM","2022-09-30","LPSB3","8.1","20.6","147555000","0","61633000","112597000","406126000","196834000","200097000","27380000","12725000","52544000","12242000","426000","2023-01-14 16:03:46","2023-01-14 16:03:46"
"627","Energia Elétrica","Energia Elétrica","AES BRASIL ON NM","2022-09-30","AESB3","4.5","130.2","601927000","7893510000","3455380000","4091870000","15104700000","4175170000","2816160000","509586000","-4070010","786558000","170934000","40501000","2023-01-14 16:03:47","2023-01-14 16:03:47"
"628","Programas e Serviços","Programas e Serviços","BEMOBI TECH ON NM","2022-09-30","BMOB3","13.7","374.3","90909100","0","546473000","891781000","1394980000","1063710000","1417910000","99553000","87366000","374937000","25104000","37055000","2023-01-14 16:03:49","2023-01-14 16:03:49"
"629","Tecidos, Vestuário e Calçados","Calçados","PENALTY ON","2022-09-30","CAMB3","26.1","9.5","42275000","110408000","7696000","183570000","381379000","158791000","404210000","89181000","62684000","131224000","32890000","21311000","2023-01-14 16:03:52","2023-01-14 16:03:52"
"630","Comércio e Distribuição","Alimentos","CARREFOUR BR ON NM","2022-09-30","CRFB3","6.4","15.6","2103650000","20731000000","2580000000","34983000000","81845000000","19994000000","94902000000","4288000000","2330000000","27744000000","1198000000","323000000","2023-01-14 16:03:55","2023-01-14 16:03:55"
"631","Viagens e Lazer","Viagens e Turismo","CVC BRASIL ON NM","2022-09-30","CVCB3","-3.7","-13.2","277247000","924517000","636626000","2534030000","4497630000","416109000","1214240000","-119845000","-483902000","337616000","16979000","0","2023-01-14 16:04:00","2023-01-14 16:04:00"
"632","Comércio","Tecidos, Vestuário e Calçados","CEA MODAS ON NM","2022-09-30","CEAB3","0.8","22.5","308245000","2382050000","1236680000","4064340000","9014860000","2785870000","6096940000","53671000","-57612000","1407540000","-19006900","0","2023-01-14 16:04:08","2023-01-14 16:04:08"
"633","Tecidos, Vestuário e Calçados","Acessórios","VIVARA S.A. ON NM","2022-09-30","VIVA3","15","37","236198000","235159000","209292000","1499450000","2679780000","1584370000","1864920000","341482000","330230000","392876000","62903200","68127400","2023-01-14 16:04:12","2023-01-14 16:04:12"
"634","Agropecuária","Agricultura","POMIFRUTAS ON NM","2022-09-30","FRTA3","-21.4","-14.5","2053610","60766000","305000","2676000","29694000","-68217000","7118000","-5299000","-3465000","210000","-2298000","0","2023-01-14 16:04:16","2023-01-14 16:04:16"
"635","Programas e Serviços","Programas e Serviços","LOCAWEB ON NM","2022-09-30","LWSA3","0.9","54.5","592510000","79773000","1420930000","2093990000","4619370000","2959840000","1081420000","28268000","4196000","304270000","14527000","0","2023-01-14 16:04:21","2023-01-14 16:04:21"
"636","Previdência e Seguros","Seguradoras","PORTO SEGURO SA ON","2022-09-30","PSSA3","55.7","9.5","646586000","0","9927950000","31438300000","48947200000","9953770000","26035200000","21719600000","1112040000","7493280000","6324020000","272736000","2023-01-14 16:04:25","2023-01-14 16:04:25"
"637","Medicamentos e Outros Produtos","Medicamentos e Outros Produtos","OUROFINO S/A ON NM","2022-09-30","OFSA3","14.1","15.5","53949000","396084000","156537000","812130000","1308360000","726058000","988726000","149759000","122057000","280718000","56062000","44795000","2023-01-14 16:04:38","2023-01-14 16:04:38"
"638","Construção Civil","Incorporações","GAFISA ON","2022-09-30","GFSA3","-0.2","11.7","51140000","2225160000","586336000","4003780000","5869300000","1741480000","1032420000","-8428990","-30498000","351650000","-16521000","0","2023-01-14 16:04:39","2023-01-14 16:04:39"
"639","Construção Civil","Incorporações","TECNISA ON NM","2022-09-30","TCSA3","-5.4","-3.8","73619000","578177000","136068000","795778000","1545030000","575508000","182980000","-75579000","-73704000","72146000","-9427000","1656000","2023-01-14 16:04:44","2023-01-14 16:04:44"
"640","Transporte","Transporte Hidroviário","HIDROVIAS ON NM","2022-09-30","HBSA3","3.1","19","760383000","4800690000","836279000","1459090000","6697860000","1461770000","1504420000","175332000","-39113000","453312000","68743000","92650000","2023-01-14 16:04:47","2023-01-14 16:04:47"
"641","Serv.Méd.Hospit. Análises e Diagnósticos","Serv.Méd.Hospit. Análises e Diagnósticos","DIAGNOSTICOS DA AMERICA SA ON","2022-09-30","DASA3","3.2","37.7","560578000","10022400000","2195900000","6704350000","25122600000","7352800000","12523100000","699836000","-339503000","3425340000","303032000","0","2023-01-14 16:04:49","2023-01-14 16:04:49"
"642","Serviços Financeiros Diversos","Serviços Financeiros Diversos","B3 ON","2022-09-30","B3SA3","17.6","23.9","6099000000","12300700000","16748800000","18498400000","48771400000","20417500000","9997400000","5610130000","4313820000","2510570000","1413840000","1029100000","2023-01-14 16:04:51","2023-01-14 16:04:51"
"643","Petróleo, Gás e Biocombustíveis","Equipamentos e Serviços","LUPATECH ON NM","2022-09-30","LUPA3","-2.1","-3.4","30353000","145734000","12606000","238538000","505207000","113746000","115669000","-9809000","-27509000","29278000","-3957000","0","2023-01-14 16:04:55","2023-01-14 16:04:55"
"644","Comércio","Produtos Diversos","ESPACOLASER ON NM","2022-09-30","ESPA3","2.5","8.4","361423000","884256000","74486000","738543000","2082390000","684239000","817438000","48677000","-10057000","209996000","22994000","0","2023-01-14 16:04:59","2023-01-14 16:04:59"
"645","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição","ULTRAPAR PARTICIPAÇÕES SA ON","2022-09-30","UGPA3","10.4","10.5","1115170000","13764700000","5890700000","17137800000","34067200000","10911400000","133023000000","2290230000","1358400000","39294700000","688639000","73101000","2023-01-14 16:05:05","2023-01-14 16:05:05"
"646","Siderurgia e Metalurgia","Siderurgia","CSN ON","2022-09-30","CSNA3","18","22.3","1326090000","37179300000","15797000000","31118200000","82638400000","21112500000","43593800000","10930200000","2440420000","10897000000","1739700000","133391000","2023-01-14 16:05:10","2023-01-14 16:05:10"
"647","Comércio","Tecidos, Vestuário e Calçados","GRUPO SOMA ON NM","2022-09-30","SOMA3","5.2","130.8","784747000","1130870000","165614000","3101600000","10409800000","7413640000","4730200000","497300000","307677000","1289950000","188585000","102143000","2023-01-14 16:05:11","2023-01-14 16:05:11"
"648","Transporte","Transporte Rodoviário","Tegma ON NM","2022-09-30","TGMA3","18.8","-1.8","66003000","128223000","137242000","496779000","1035430000","736379000","1266040000","162711000","131998000","415509000","68680000","53395000","2023-01-14 16:05:12","2023-01-14 16:05:12"
"649","Agropecuária","Agricultura","BOA SAFRA ON NM","2022-09-30","SOJA3","13.5","70.2","117140000","486981000","423011000","1188940000","1675620000","732501000","1484590000","121508000","117789000","881526000","95365000","87721000","2023-01-14 16:05:20","2023-01-14 16:05:20"
"650","Programas e Serviços","Programas e Serviços","SINQIA ON","2022-09-30","SQIA3","5.4","40.2","87942000","331354000","184378000","250964000","1516690000","783626000","554683000","71968000","32267000","159522000","40671000","2709000","2023-01-14 16:05:22","2023-01-14 16:05:22"
"651","Comércio","Eletrodomésticos","VIA ON","2022-09-30","VIIA3","8.3","4.7","1598430000","9316000000","1232000000","15217000000","34041000000","5505000000","30180000000","2133000000","-150000000","7008000000","316000000","0","2023-01-14 16:05:24","2023-01-14 16:05:24"
"652","Alimentos Processados","Alimentos Diversos","M.DIASBRANCO ON NM","2022-09-30","MDIA3","7.8","12.7","339000000","2070980000","439285000","4761680000","11178300000","6592030000","9528730000","751166000","617336000","2976600000","267877000","195018000","2023-01-14 16:05:27","2023-01-14 16:05:27"
"653","Serviços Financeiros Diversos","Gestão de Recursos e Investimentos","GP INVESTMENTS, LTD DR3","2022-09-30","GPIV33","-25.8","124","79209500","163371000","689088000","733930000","3201300000","1582410000","-465433000","-643932000","-402033000","17145000","-7874000","0","2023-01-14 16:05:42","2023-01-14 16:05:42"
"654","Mineração","Minerais Metálicos","AURA 360 DR3","2022-09-30","AURA33","27.9","43.6","70742500","1123360000","656989000","1325050000","3555180000","1674650000","2713990000","723396000","519152000","425930000","59867000","365000","2023-01-14 16:05:54","2023-01-14 16:05:54"
